round,timestamp,result
2759,2025-11-01T14:11:42.551891,B
2760,2025-11-01T14:11:43.551894,B
2761,2025-11-01T14:11:44.551898,B
2762,2025-11-01T14:11:45.551901,P
2763,2025-11-01T14:11:46.551904,P
2764,2025-11-01T14:11:47.551908,B
2765,2025-11-01T14:11:48.551911,B
2766,2025-11-01T14:11:49.551915,B
2767,2025-11-01T14:11:50.551918,P
2768,2025-11-01T14:11:51.551921,B
2769,2025-11-01T14:11:52.551925,B
2770,2025-11-01T14:11:53.551928,P
2771,2025-11-01T14:11:54.551931,P
2772,2025-11-01T14:11:55.551935,P
2773,2025-11-01T14:11:56.551938,B
2774,2025-11-01T14:11:57.551942,P
2775,2025-11-01T14:11:58.551945,B
2776,2025-11-01T14:11:59.551949,B
2777,2025-11-01T14:12:00.551952,B
2778,2025-11-01T14:12:01.551956,P
2779,2025-11-01T14:12:02.551959,B
2780,2025-11-01T14:12:03.551963,B
2781,2025-11-01T14:12:04.551966,P
2782,2025-11-01T14:12:05.551970,P
2783,2025-11-01T14:12:06.551973,B
2784,2025-11-01T14:12:07.551979,P
2785,2025-11-01T14:12:08.551985,B
2786,2025-11-01T14:12:09.551992,T
2787,2025-11-01T14:12:10.551997,P
2788,2025-11-01T14:12:11.552003,P
2789,2025-11-01T14:12:12.552007,P
2790,2025-11-01T14:12:13.552011,P
2791,2025-11-01T14:12:14.552015,B
2792,2025-11-01T14:12:15.552019,T
2793,2025-11-01T14:12:16.552022,P
2794,2025-11-01T14:12:17.552026,B
2795,2025-11-01T14:12:18.552029,P
2796,2025-11-01T14:12:19.552032,T
2797,2025-11-01T14:12:20.552036,B
2798,2025-11-01T14:12:21.552039,T
2799,2025-11-01T14:12:22.552043,B
2800,2025-11-01T14:12:23.552046,P
2801,2025-11-01T14:12:24.552050,B
2802,2025-11-01T14:12:25.552053,P
2803,2025-11-01T14:12:26.552056,B
2804,2025-11-01T14:12:27.552060,B
2805,2025-11-01T14:12:28.552064,B
2806,2025-11-01T14:12:29.552068,B
2807,2025-11-01T14:12:30.552072,P
2808,2025-11-01T14:12:31.552076,T
2809,2025-11-01T14:12:32.552079,P
2810,2025-11-01T14:12:33.552082,B
2811,2025-11-01T14:12:34.552086,B
2812,2025-11-01T14:12:35.552089,B
2813,2025-11-01T14:12:36.552093,B
2814,2025-11-01T14:12:37.552096,P
2815,2025-11-01T14:12:38.552099,B
2816,2025-11-01T14:12:39.552103,B
2817,2025-11-01T14:12:40.552106,T
2818,2025-11-01T14:12:41.552110,P
2819,2025-11-01T14:12:42.552113,B
2820,2025-11-01T14:12:43.552117,B
2821,2025-11-01T14:12:44.552120,P
2822,2025-11-01T14:12:45.552123,B
2823,2025-11-01T14:12:46.552127,P
2824,2025-11-01T14:12:47.552130,T
2825,2025-11-01T14:12:48.552134,B
2826,2025-11-01T14:12:49.552137,B
2827,2025-11-01T14:12:50.552141,P
2828,2025-11-01T14:12:51.552144,P
2829,2025-11-01T14:12:52.552148,P
2830,2025-11-01T14:12:53.552151,B
2831,2025-11-01T14:12:54.552154,T
2832,2025-11-01T14:12:55.552158,B
2833,2025-11-01T14:12:56.552161,B
2834,2025-11-01T14:12:57.552165,P
2835,2025-11-01T14:12:58.552168,P
2836,2025-11-01T14:12:59.552172,B
2837,2025-11-01T14:13:00.552175,P
2838,2025-11-01T14:13:01.552276,B
2839,2025-11-01T14:13:02.552295,B
2840,2025-11-01T14:13:03.552300,B
2841,2025-11-01T14:13:04.552304,B
2842,2025-11-01T14:13:05.552309,T
2843,2025-11-01T14:13:06.552312,P
2844,2025-11-01T14:13:07.552316,T
2845,2025-11-01T14:13:08.552319,P
2846,2025-11-01T14:13:09.552323,B
2847,2025-11-01T14:13:10.552327,B
2848,2025-11-01T14:13:11.552330,B
2849,2025-11-01T14:13:12.552334,P
2850,2025-11-01T14:13:13.552337,B
2851,2025-11-01T14:13:14.552341,P
2852,2025-11-01T14:13:15.552344,P
2853,2025-11-01T14:13:16.552348,P
2854,2025-11-01T14:13:17.552351,P
2855,2025-11-01T14:13:18.552355,B
2856,2025-11-01T14:13:19.552358,P
2857,2025-11-01T14:13:20.552362,B
2858,2025-11-01T14:13:21.552365,P
2859,2025-11-01T14:13:22.552369,B
2860,2025-11-01T14:13:23.552372,P
2861,2025-11-01T14:13:24.552376,B
2862,2025-11-01T14:13:25.552379,P
2863,2025-11-01T14:13:26.552383,P
2864,2025-11-01T14:13:27.552387,P
2865,2025-11-01T14:13:28.552390,T
2866,2025-11-01T14:13:29.552394,P
2867,2025-11-01T14:13:30.552397,P
2868,2025-11-01T14:13:31.552400,P
2869,2025-11-01T14:13:32.552404,P
2870,2025-11-01T14:13:33.552408,B
2871,2025-11-01T14:13:34.552411,P
2872,2025-11-01T14:13:35.552415,T
2873,2025-11-01T14:13:36.552418,P
2874,2025-11-01T14:13:37.552422,P
2875,2025-11-01T14:13:38.552425,P
2876,2025-11-01T14:13:39.552429,B
2877,2025-11-01T14:13:40.552432,P
2878,2025-11-01T14:13:41.552436,P
2879,2025-11-01T14:13:42.552439,B
2880,2025-11-01T14:13:43.552443,B
2881,2025-11-01T14:13:44.552446,T
2882,2025-11-01T14:13:45.552450,P
2883,2025-11-01T14:13:46.552453,B
2884,2025-11-01T14:13:47.552457,P
2885,2025-11-01T14:13:48.552460,B
2886,2025-11-01T14:13:49.552464,B
2887,2025-11-01T14:13:50.552468,P
2888,2025-11-01T14:13:51.552471,B
2889,2025-11-01T14:13:52.552475,P
2890,2025-11-01T14:13:53.552479,B
2891,2025-11-01T14:13:54.552482,B
2892,2025-11-01T14:13:55.552485,B
2893,2025-11-01T14:13:56.552489,B
2894,2025-11-01T14:13:57.552492,P
2895,2025-11-01T14:13:58.552496,P
2896,2025-11-01T14:13:59.552499,B
2897,2025-11-01T14:14:00.552503,P
2898,2025-11-01T14:14:01.552506,B
2899,2025-11-01T14:14:02.552510,B
2900,2025-11-01T14:14:03.552513,B
2901,2025-11-01T14:14:04.552517,B
2902,2025-11-01T14:14:05.552521,B
2903,2025-11-01T14:14:06.552524,T
2904,2025-11-01T14:14:07.552528,P
2905,2025-11-01T14:14:08.552531,B
2906,2025-11-01T14:14:09.552535,T
2907,2025-11-01T14:14:10.552538,B
2908,2025-11-01T14:14:11.552542,P
2909,2025-11-01T14:14:12.552545,P
2910,2025-11-01T14:14:13.552549,P
2911,2025-11-01T14:14:14.552552,P
2912,2025-11-01T14:14:15.552556,B
2913,2025-11-01T14:14:16.552559,B
2914,2025-11-01T14:14:17.552563,B
2915,2025-11-01T14:14:18.552566,P
2916,2025-11-01T14:14:19.552570,B
2917,2025-11-01T14:14:20.552573,B
2918,2025-11-01T14:14:21.552577,T
2919,2025-11-01T14:14:22.552580,P
2920,2025-11-01T14:14:23.552584,T
2921,2025-11-01T14:14:24.552587,P
2922,2025-11-01T14:14:25.552591,B
2923,2025-11-01T14:14:26.552594,B
2924,2025-11-01T14:14:27.552597,B
2925,2025-11-01T14:14:28.552601,B
2926,2025-11-01T14:14:29.552604,P
2927,2025-11-01T14:14:30.552608,T
2928,2025-11-01T14:14:31.552611,P
2929,2025-11-01T14:14:32.552615,P
2930,2025-11-01T14:14:33.552618,P
2931,2025-11-01T14:14:34.552622,P
2932,2025-11-01T14:14:35.552625,P
2933,2025-11-01T14:14:36.552629,P
2934,2025-11-01T14:14:37.552632,B
2935,2025-11-01T14:14:38.552636,B
2936,2025-11-01T14:14:39.552639,B
2937,2025-11-01T14:14:40.552643,P
2938,2025-11-01T14:14:41.552646,B
2939,2025-11-01T14:14:42.552649,T
2940,2025-11-01T14:14:43.552653,B
2941,2025-11-01T14:14:44.552656,P
2942,2025-11-01T14:14:45.552660,P
2943,2025-11-01T14:14:46.552668,P
2944,2025-11-01T14:14:47.552674,B
2945,2025-11-01T14:14:48.552681,B
2946,2025-11-01T14:14:49.552687,B
2947,2025-11-01T14:14:50.552693,P
2948,2025-11-01T14:14:51.552700,B
2949,2025-11-01T14:14:52.552704,B
2950,2025-11-01T14:14:53.552708,B
2951,2025-11-01T14:14:54.552711,P
2952,2025-11-01T14:14:55.552715,T
2953,2025-11-01T14:14:56.552718,B
2954,2025-11-01T14:14:57.552722,B
2955,2025-11-01T14:14:58.552725,P
2956,2025-11-01T14:14:59.552729,B
2957,2025-11-01T14:15:00.552732,B
2958,2025-11-01T14:15:01.552736,B
2959,2025-11-01T14:15:02.552739,B
2960,2025-11-01T14:15:03.552743,B
2961,2025-11-01T14:15:04.552746,P
2962,2025-11-01T14:15:05.552749,B
2963,2025-11-01T14:15:06.552753,B
2964,2025-11-01T14:15:07.552756,P
2965,2025-11-01T14:15:08.552760,B
2966,2025-11-01T14:15:09.552764,P
2967,2025-11-01T14:15:10.552768,B
2968,2025-11-01T14:15:11.552771,T
2969,2025-11-01T14:15:12.552775,B
2970,2025-11-01T14:15:13.552778,B
2971,2025-11-01T14:15:14.552782,B
2972,2025-11-01T14:15:15.552785,P
2973,2025-11-01T14:15:16.552789,B
2974,2025-11-01T14:15:17.552792,P
2975,2025-11-01T14:15:18.552795,P
2976,2025-11-01T14:15:19.552799,B
2977,2025-11-01T14:15:20.552802,P
2978,2025-11-01T14:15:21.552806,P
2979,2025-11-01T14:15:22.552809,B
2980,2025-11-01T14:15:23.552813,B
2981,2025-11-01T14:15:24.552816,T
2982,2025-11-01T14:15:25.552819,B
2983,2025-11-01T14:15:26.552823,B
2984,2025-11-01T14:15:27.552826,P
2985,2025-11-01T14:15:28.552830,B
2986,2025-11-01T14:15:29.552836,P
2987,2025-11-01T14:15:30.552840,T
2988,2025-11-01T14:15:31.552843,T
2989,2025-11-01T14:15:32.552847,P
2990,2025-11-01T14:15:33.552850,B
2991,2025-11-01T14:15:34.552854,P
2992,2025-11-01T14:15:35.552857,P
2993,2025-11-01T14:15:36.552861,P
2994,2025-11-01T14:15:37.552864,P
2995,2025-11-01T14:15:38.552867,B
2996,2025-11-01T14:15:39.552871,B
2997,2025-11-01T14:15:40.552874,B
2998,2025-11-01T14:15:41.552878,T
2999,2025-11-01T14:15:42.552881,B
3000,2025-11-01T14:15:43.552885,B
3001,2025-11-01T14:15:44.552888,P
3002,2025-11-01T14:15:45.552892,B
3003,2025-11-01T14:15:46.552895,B
3004,2025-11-01T14:15:47.552899,P
3005,2025-11-01T14:15:48.552902,T
3006,2025-11-01T14:15:49.552906,B
3007,2025-11-01T14:15:50.552909,P
3008,2025-11-01T14:15:51.552913,P
3009,2025-11-01T14:15:52.552916,P
3010,2025-11-01T14:15:53.552921,P
3011,2025-11-01T14:15:54.552924,B
3012,2025-11-01T14:15:55.552927,P
3013,2025-11-01T14:15:56.552931,B
3014,2025-11-01T14:15:57.552934,B
3015,2025-11-01T14:15:58.552938,P
3016,2025-11-01T14:15:59.552941,P
3017,2025-11-01T14:16:00.552945,B
3018,2025-11-01T14:16:01.552948,P
3019,2025-11-01T14:16:02.552952,B
3020,2025-11-01T14:16:03.552955,P
3021,2025-11-01T14:16:04.552958,P
3022,2025-11-01T14:16:05.552962,P
3023,2025-11-01T14:16:06.552965,T
3024,2025-11-01T14:16:07.552969,P
3025,2025-11-01T14:16:08.552974,B
3026,2025-11-01T14:16:09.552977,B
3027,2025-11-01T14:16:10.552980,B
3028,2025-11-01T14:16:11.552984,B
3029,2025-11-01T14:16:12.552987,B
3030,2025-11-01T14:16:13.552991,B
3031,2025-11-01T14:16:14.552994,P
3032,2025-11-01T14:16:15.552998,T
3033,2025-11-01T14:16:16.553001,B
3034,2025-11-01T14:16:17.553005,B
3035,2025-11-01T14:16:18.553008,T
3036,2025-11-01T14:16:19.553012,P
3037,2025-11-01T14:16:20.553015,B
3038,2025-11-01T14:16:21.553019,P
3039,2025-11-01T14:16:22.553022,B
3040,2025-11-01T14:16:23.553026,P
3041,2025-11-01T14:16:24.553029,B
3042,2025-11-01T14:16:25.553033,B
3043,2025-11-01T14:16:26.553036,P
3044,2025-11-01T14:16:27.553040,T
3045,2025-11-01T14:16:28.553043,T
3046,2025-11-01T14:16:29.553047,P
3047,2025-11-01T14:16:30.553050,B
3048,2025-11-01T14:16:31.553053,B
3049,2025-11-01T14:16:32.553057,B
3050,2025-11-01T14:16:33.553060,P
3051,2025-11-01T14:16:34.553064,P
3052,2025-11-01T14:16:35.553067,P
3053,2025-11-01T14:16:36.553071,P
3054,2025-11-01T14:16:37.553074,P
3055,2025-11-01T14:16:38.553078,T
3056,2025-11-01T14:16:39.553081,B
3057,2025-11-01T14:16:40.553084,P
3058,2025-11-01T14:16:41.553088,B
3059,2025-11-01T14:16:42.553091,P
3060,2025-11-01T14:16:43.553095,P
3061,2025-11-01T14:16:44.553098,B
3062,2025-11-01T14:16:45.553102,P
3063,2025-11-01T14:16:46.553105,P
3064,2025-11-01T14:16:47.553109,P
3065,2025-11-01T14:16:48.553112,T
3066,2025-11-01T14:16:49.553115,T
3067,2025-11-01T14:16:50.553119,P
3068,2025-11-01T14:16:51.553122,P
3069,2025-11-01T14:16:52.553126,T
3070,2025-11-01T14:16:53.553130,P
3071,2025-11-01T14:16:54.553133,P
3072,2025-11-01T14:16:55.553183,P
3073,2025-11-01T14:16:56.553187,B
3074,2025-11-01T14:16:57.553191,B
3075,2025-11-01T14:16:58.553194,B
3076,2025-11-01T14:16:59.553197,B
3077,2025-11-01T14:17:00.553201,B
3078,2025-11-01T14:17:01.553204,T
3079,2025-11-01T14:17:02.553208,P
3080,2025-11-01T14:17:03.553212,B
3081,2025-11-01T14:17:04.553215,B
3082,2025-11-01T14:17:05.553218,B
3083,2025-11-01T14:17:06.553222,P
3084,2025-11-01T14:17:07.553225,B
3085,2025-11-01T14:17:08.553229,B
3086,2025-11-01T14:17:09.553232,B
3087,2025-11-01T14:17:10.553236,T
3088,2025-11-01T14:17:11.553239,P
3089,2025-11-01T14:17:12.553243,B
3090,2025-11-01T14:17:13.553246,B
3091,2025-11-01T14:17:14.553250,B
3092,2025-11-01T14:17:15.553253,B
3093,2025-11-01T14:17:16.553257,B
3094,2025-11-01T14:17:17.553260,T
3095,2025-11-01T14:17:18.553264,P
3096,2025-11-01T14:17:19.553267,P
3097,2025-11-01T14:17:20.553271,P
3098,2025-11-01T14:17:21.553274,B
3099,2025-11-01T14:17:22.553278,B
3100,2025-11-01T14:17:23.553281,P
3101,2025-11-01T14:17:24.553284,B
3102,2025-11-01T14:17:25.553288,B
3103,2025-11-01T14:17:26.553291,P
3104,2025-11-01T14:17:27.553295,B
3105,2025-11-01T14:17:28.553298,P
3106,2025-11-01T14:17:29.553302,P
3107,2025-11-01T14:17:30.553305,B
3108,2025-11-01T14:17:31.553309,B
3109,2025-11-01T14:17:32.553312,P
3110,2025-11-01T14:17:33.553316,B
3111,2025-11-01T14:17:34.553319,B
3112,2025-11-01T14:17:35.553323,B
3113,2025-11-01T14:17:36.553326,P
3114,2025-11-01T14:17:37.553330,B
3115,2025-11-01T14:17:38.553333,B
3116,2025-11-01T14:17:39.553337,P
3117,2025-11-01T14:17:40.553340,P
3118,2025-11-01T14:17:41.553345,P
3119,2025-11-01T14:17:42.553349,P
3120,2025-11-01T14:17:43.553352,B
3121,2025-11-01T14:17:44.553356,P
3122,2025-11-01T14:17:45.553359,P
3123,2025-11-01T14:17:46.553362,B
3124,2025-11-01T14:17:47.553366,P
3125,2025-11-01T14:17:48.553370,P
3126,2025-11-01T14:17:49.553373,B
3127,2025-11-01T14:17:50.553377,P
3128,2025-11-01T14:17:51.553380,B
3129,2025-11-01T14:17:52.553383,P
3130,2025-11-01T14:17:53.553387,P
3131,2025-11-01T14:17:54.553390,B
3132,2025-11-01T14:17:55.553394,P
3133,2025-11-01T14:17:56.553397,P
3134,2025-11-01T14:17:57.553401,P
3135,2025-11-01T14:17:58.553404,P
3136,2025-11-01T14:17:59.553408,P
3137,2025-11-01T14:18:00.553411,P
3138,2025-11-01T14:18:01.553415,P
3139,2025-11-01T14:18:02.553418,T
3140,2025-11-01T14:18:03.553422,P
3141,2025-11-01T14:18:04.553425,P
3142,2025-11-01T14:18:05.553429,P
3143,2025-11-01T14:18:06.553432,B
3144,2025-11-01T14:18:07.553436,P
3145,2025-11-01T14:18:08.553439,B
3146,2025-11-01T14:18:09.553443,B
3147,2025-11-01T14:18:10.553446,P
3148,2025-11-01T14:18:11.553450,P
3149,2025-11-01T14:18:12.553453,T
3150,2025-11-01T14:18:13.553457,B
3151,2025-11-01T14:18:14.553460,B
3152,2025-11-01T14:18:15.553464,P
3153,2025-11-01T14:18:16.553467,B
3154,2025-11-01T14:18:17.553470,B
3155,2025-11-01T14:18:18.553474,T
3156,2025-11-01T14:18:19.553477,B
3157,2025-11-01T14:18:20.553481,P
3158,2025-11-01T14:18:21.553484,B
3159,2025-11-01T14:18:22.553488,P
3160,2025-11-01T14:18:23.553491,P
3161,2025-11-01T14:18:24.553495,P
3162,2025-11-01T14:18:25.553498,B
3163,2025-11-01T14:18:26.553502,B
3164,2025-11-01T14:18:27.553505,P
3165,2025-11-01T14:18:28.553509,B
3166,2025-11-01T14:18:29.553512,B
3167,2025-11-01T14:18:30.553516,B
3168,2025-11-01T14:18:31.553519,P
3169,2025-11-01T14:18:32.553523,T
3170,2025-11-01T14:18:33.553526,P
3171,2025-11-01T14:18:34.553530,P
3172,2025-11-01T14:18:35.553533,B
3173,2025-11-01T14:18:36.553537,P
3174,2025-11-01T14:18:37.553540,P
3175,2025-11-01T14:18:38.553544,T
3176,2025-11-01T14:18:39.553547,P
3177,2025-11-01T14:18:40.553551,P
3178,2025-11-01T14:18:41.553554,P
3179,2025-11-01T14:18:42.553558,B
3180,2025-11-01T14:18:43.553561,P
3181,2025-11-01T14:18:44.553565,B
3182,2025-11-01T14:18:45.553568,B
3183,2025-11-01T14:18:46.553572,B
3184,2025-11-01T14:18:47.553575,P
3185,2025-11-01T14:18:48.553579,P
3186,2025-11-01T14:18:49.553582,B
3187,2025-11-01T14:18:50.553585,P
3188,2025-11-01T14:18:51.553589,P
3189,2025-11-01T14:18:52.553592,P
3190,2025-11-01T14:18:53.553596,P
3191,2025-11-01T14:18:54.553599,P
3192,2025-11-01T14:18:55.553603,P
3193,2025-11-01T14:18:56.553606,P
3194,2025-11-01T14:18:57.553610,B
3195,2025-11-01T14:18:58.553613,B
3196,2025-11-01T14:18:59.553617,B
3197,2025-11-01T14:19:00.553620,P
3198,2025-11-01T14:19:01.553624,P
3199,2025-11-01T14:19:02.553627,P
3200,2025-11-01T14:19:03.553631,P
3201,2025-11-01T14:19:04.553634,P
3202,2025-11-01T14:19:05.553638,T
3203,2025-11-01T14:19:06.553641,P
3204,2025-11-01T14:19:07.553645,B
3205,2025-11-01T14:19:08.553648,P
3206,2025-11-01T14:19:09.553652,B
3207,2025-11-01T14:19:10.553655,B
3208,2025-11-01T14:19:11.553659,P
3209,2025-11-01T14:19:12.553662,T
3210,2025-11-01T14:19:13.553666,B
3211,2025-11-01T14:19:14.553669,B
3212,2025-11-01T14:19:15.553672,B
3213,2025-11-01T14:19:16.553676,B
3214,2025-11-01T14:19:17.553679,P
3215,2025-11-01T14:19:18.553683,P
3216,2025-11-01T14:19:19.553686,B
3217,2025-11-01T14:19:20.553690,B
3218,2025-11-01T14:19:21.553693,B
3219,2025-11-01T14:19:22.553697,T
3220,2025-11-01T14:19:23.553701,P
3221,2025-11-01T14:19:24.553704,B
3222,2025-11-01T14:19:25.553708,B
3223,2025-11-01T14:19:26.553711,B
3224,2025-11-01T14:19:27.553715,P
3225,2025-11-01T14:19:28.553718,P
3226,2025-11-01T14:19:29.553722,P
3227,2025-11-01T14:19:30.553725,B
3228,2025-11-01T14:19:31.553729,P
3229,2025-11-01T14:19:32.553732,B
3230,2025-11-01T14:19:33.553735,B
3231,2025-11-01T14:19:34.553739,P
3232,2025-11-01T14:19:35.553744,P
3233,2025-11-01T14:19:36.553750,P
3234,2025-11-01T14:19:37.553756,B
3235,2025-11-01T14:19:38.553762,B
3236,2025-11-01T14:19:39.553768,B
3237,2025-11-01T14:19:40.553774,B
3238,2025-11-01T14:19:41.553778,B
3239,2025-11-01T14:19:42.553781,P
3240,2025-11-01T14:19:43.553785,P
3241,2025-11-01T14:19:44.553788,B
3242,2025-11-01T14:19:45.553792,P
3243,2025-11-01T14:19:46.553795,B
3244,2025-11-01T14:19:47.553799,P
3245,2025-11-01T14:19:48.553803,B
3246,2025-11-01T14:19:49.553806,B
3247,2025-11-01T14:19:50.553810,T
3248,2025-11-01T14:19:51.553813,P
3249,2025-11-01T14:19:52.553817,B
3250,2025-11-01T14:19:53.553820,B
3251,2025-11-01T14:19:54.553823,P
3252,2025-11-01T14:19:55.553827,P
3253,2025-11-01T14:19:56.553831,P
3254,2025-11-01T14:19:57.553834,P
3255,2025-11-01T14:19:58.553837,B
3256,2025-11-01T14:19:59.553841,B
3257,2025-11-01T14:20:00.553844,P
3258,2025-11-01T14:20:01.553848,P
3259,2025-11-01T14:20:02.553852,B
3260,2025-11-01T14:20:03.553856,B
3261,2025-11-01T14:20:04.553859,T
3262,2025-11-01T14:20:05.553862,P
3263,2025-11-01T14:20:06.553866,P
3264,2025-11-01T14:20:07.553869,B
3265,2025-11-01T14:20:08.553873,P
3266,2025-11-01T14:20:09.553876,P
3267,2025-11-01T14:20:10.553880,P
3268,2025-11-01T14:20:11.553884,B
3269,2025-11-01T14:20:12.553887,T
3270,2025-11-01T14:20:13.553890,B
3271,2025-11-01T14:20:14.553894,P
3272,2025-11-01T14:20:15.553898,B
3273,2025-11-01T14:20:16.553901,P
3274,2025-11-01T14:20:17.553904,P
3275,2025-11-01T14:20:18.553908,P
3276,2025-11-01T14:20:19.553911,P
3277,2025-11-01T14:20:20.553915,B
3278,2025-11-01T14:20:21.553918,B
3279,2025-11-01T14:20:22.553922,P
3280,2025-11-01T14:20:23.553925,B
3281,2025-11-01T14:20:24.553929,B
3282,2025-11-01T14:20:25.553932,P
3283,2025-11-01T14:20:26.553935,P
3284,2025-11-01T14:20:27.553939,T
3285,2025-11-01T14:20:28.553942,P
3286,2025-11-01T14:20:29.553946,B
3287,2025-11-01T14:20:30.553949,B
3288,2025-11-01T14:20:31.553952,B
3289,2025-11-01T14:20:32.553956,P
3290,2025-11-01T14:20:33.553959,P
3291,2025-11-01T14:20:34.553963,B
3292,2025-11-01T14:20:35.553966,B
3293,2025-11-01T14:20:36.553969,P
3294,2025-11-01T14:20:37.553973,B
3295,2025-11-01T14:20:38.553976,B
3296,2025-11-01T14:20:39.553980,T
3297,2025-11-01T14:20:40.553983,B
3298,2025-11-01T14:20:41.553986,B
3299,2025-11-01T14:20:42.553990,B
3300,2025-11-01T14:20:43.553993,B
3301,2025-11-01T14:20:44.553997,T
3302,2025-11-01T14:20:45.554000,P
3303,2025-11-01T14:20:46.554003,P
3304,2025-11-01T14:20:47.554007,B
3305,2025-11-01T14:20:48.554011,P
3306,2025-11-01T14:20:49.554052,P
3307,2025-11-01T14:20:50.554056,B
3308,2025-11-01T14:20:51.554060,P
3309,2025-11-01T14:20:52.554063,P
3310,2025-11-01T14:20:53.554067,P
3311,2025-11-01T14:20:54.554070,P
3312,2025-11-01T14:20:55.554074,B
3313,2025-11-01T14:20:56.554077,P
3314,2025-11-01T14:20:57.554081,B
3315,2025-11-01T14:20:58.554084,P
3316,2025-11-01T14:20:59.554088,B
3317,2025-11-01T14:21:00.554091,T
3318,2025-11-01T14:21:01.554095,T
3319,2025-11-01T14:21:02.554098,P
3320,2025-11-01T14:21:03.554101,P
3321,2025-11-01T14:21:04.554105,B
3322,2025-11-01T14:21:05.554109,B
3323,2025-11-01T14:21:06.554112,P
3324,2025-11-01T14:21:07.554115,B
3325,2025-11-01T14:21:08.554119,B
3326,2025-11-01T14:21:09.554122,B
3327,2025-11-01T14:21:10.554126,B
3328,2025-11-01T14:21:11.554129,B
3329,2025-11-01T14:21:12.554133,P
3330,2025-11-01T14:21:13.554136,B
3331,2025-11-01T14:21:14.554140,T
3332,2025-11-01T14:21:15.554143,B
3333,2025-11-01T14:21:16.554147,B
3334,2025-11-01T14:21:17.554150,T
3335,2025-11-01T14:21:18.554154,P
3336,2025-11-01T14:21:19.554157,B
3337,2025-11-01T14:21:20.554161,B
3338,2025-11-01T14:21:21.554164,P
3339,2025-11-01T14:21:22.554168,B
3340,2025-11-01T14:21:23.554171,T
3341,2025-11-01T14:21:24.554174,P
3342,2025-11-01T14:21:25.554178,B
3343,2025-11-01T14:21:26.554181,P
3344,2025-11-01T14:21:27.554185,B
3345,2025-11-01T14:21:28.554188,P
3346,2025-11-01T14:21:29.554192,P
3347,2025-11-01T14:21:30.554196,B
3348,2025-11-01T14:21:31.554199,B
3349,2025-11-01T14:21:32.554202,P
3350,2025-11-01T14:21:33.554206,P
3351,2025-11-01T14:21:34.554209,P
3352,2025-11-01T14:21:35.554213,B
3353,2025-11-01T14:21:36.554216,P
3354,2025-11-01T14:21:37.554220,B
3355,2025-11-01T14:21:38.554223,P
3356,2025-11-01T14:21:39.554227,B
3357,2025-11-01T14:21:40.554230,B
3358,2025-11-01T14:21:41.554234,B
3359,2025-11-01T14:21:42.554237,P
3360,2025-11-01T14:21:43.554241,P
3361,2025-11-01T14:21:44.554244,P
3362,2025-11-01T14:21:45.554247,T
3363,2025-11-01T14:21:46.554251,B
3364,2025-11-01T14:21:47.554254,P
3365,2025-11-01T14:21:48.554258,B
3366,2025-11-01T14:21:49.554261,B
3367,2025-11-01T14:21:50.554265,B
3368,2025-11-01T14:21:51.554268,B
3369,2025-11-01T14:21:52.554271,B
3370,2025-11-01T14:21:53.554275,P
3371,2025-11-01T14:21:54.554279,B
3372,2025-11-01T14:21:55.554282,B
3373,2025-11-01T14:21:56.554285,B
3374,2025-11-01T14:21:57.554289,B
3375,2025-11-01T14:21:58.554292,P
3376,2025-11-01T14:21:59.554296,B
3377,2025-11-01T14:22:00.554299,B
3378,2025-11-01T14:22:01.554303,B
3379,2025-11-01T14:22:02.554306,P
3380,2025-11-01T14:22:03.554310,P
3381,2025-11-01T14:22:04.554313,P
3382,2025-11-01T14:22:05.554317,B
3383,2025-11-01T14:22:06.554320,B
3384,2025-11-01T14:22:07.554324,P
3385,2025-11-01T14:22:08.554327,B
3386,2025-11-01T14:22:09.554330,P
3387,2025-11-01T14:22:10.554334,P
3388,2025-11-01T14:22:11.554338,P
3389,2025-11-01T14:22:12.554341,P
3390,2025-11-01T14:22:13.554344,B
3391,2025-11-01T14:22:14.554348,T
3392,2025-11-01T14:22:15.554351,P
3393,2025-11-01T14:22:16.554355,T
3394,2025-11-01T14:22:17.554358,P
3395,2025-11-01T14:22:18.554362,P
3396,2025-11-01T14:22:19.554365,T
3397,2025-11-01T14:22:20.554369,B
3398,2025-11-01T14:22:21.554372,B
3399,2025-11-01T14:22:22.554376,P
3400,2025-11-01T14:22:23.554379,B
3401,2025-11-01T14:22:24.554383,P
3402,2025-11-01T14:22:25.554386,P
3403,2025-11-01T14:22:26.554390,B
3404,2025-11-01T14:22:27.554393,P
3405,2025-11-01T14:22:28.554396,B
3406,2025-11-01T14:22:29.554400,B
3407,2025-11-01T14:22:30.554403,P
3408,2025-11-01T14:22:31.554407,P
3409,2025-11-01T14:22:32.554410,T
3410,2025-11-01T14:22:33.554414,B
3411,2025-11-01T14:22:34.554417,P
3412,2025-11-01T14:22:35.554421,P
3413,2025-11-01T14:22:36.554424,B
3414,2025-11-01T14:22:37.554428,P
3415,2025-11-01T14:22:38.554431,P
3416,2025-11-01T14:22:39.554435,B
3417,2025-11-01T14:22:40.554438,B
3418,2025-11-01T14:22:41.554441,B
3419,2025-11-01T14:22:42.554445,T
3420,2025-11-01T14:22:43.554448,B
3421,2025-11-01T14:22:44.554452,P
3422,2025-11-01T14:22:45.554455,P
3423,2025-11-01T14:22:46.554459,P
3424,2025-11-01T14:22:47.554462,P
